,rli_anlagen_id,p_nenn,0,0.5,1,1.5,2,2.5,3,3.5,4,4.5,5,5.5,6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,11,11.5,12,12.5,13,13.5,14,14.5,15,15.5,16,16.5,17,17.5,18,18.5,19,19.5,20,20.5,21,21.5,22,22.5,23,23.5,24,24.5,25,25.5,26,source,modificationtimestamp
41,VENSYS 100,2500.0,0.0,,0.0,,0.0,,0.365,,0.409,,0.418,,0.423,,0.424,,0.422,,0.415,,0.397,,0.358,,0.299,,0.237,,0.19,,0.155,,0.127,,0.106,,0.089,,0.076,,0.065,,0.056,,0.049,,0.043,,0.038,,0.033,0.0,,EMD Windpro,2013-11-21 11:51:09
42,VENSYS 77,1500.0,0.0,,0.0,,0.0,,0.238,0.339,0.388,0.406,0.414,0.42,0.426,0.427,0.43,0.432,0.434,0.433,0.429,0.422,0.407,0.39,0.362,0.332,0.298,0.268,0.239,0.214,0.1919999523,0.1728149147,0.1561030724,0.141478398,0.1286249681,0.1172825487,0.107235471,0.0983039756,0.0903374261,0.0832089502,0.0768111779,0.0710528322,0.0658559836,0.0611538276,0.0568888748,0.0530114701,0.0494785752,0.0462527622,0.0433013783,0.0405958502,0.0381111016,0.035825064,0.034,0.0,,EMD Windpro,2013-11-21 11:51:09
43,VENSYS 109,2500.0,0.0,,0.0,,0.0,,0.355,0.398,0.414,0.416,0.418,0.42,0.421,0.421,0.42,0.419,0.419,0.417,0.414,0.402,0.384,0.357,0.322,0.286,0.253,0.224,0.1994492351,0.1780988546,0.1596902221,0.1437336404,0.129834065,0.1176704292,0.106979973,0.0975462547,0.0891898981,0.0817613937,0.0751354543,0.0692065575,0.0638854016,0.0590960697,0.0547737462,0.0508628684,0.0473156214,0.0440907059,0.0411523262,0.0384693526,0.0360146272,0.0337643851,0.0316977698,0.0297964263,0.028044158,0.0,,EMD Windpro,2013-11-21 11:51:09
44,VENSYS 112,2500.0,0.0,,0.0,,0.0,,0.291,0.362,0.399,0.415,0.419,0.42,0.421,0.421,0.421,0.42,0.418,0.415,0.411,0.4,0.376,0.345,0.311,0.272,0.24,0.2120333609,0.1884968858,0.1683189181,0.1509211582,0.1358407997,0.1227044913,0.1112087968,0.1011053853,0.0921897004,0.0842922162,0.077271633,0.0710095436,0.0654062201,0.0603772646,0.0558509291,0.0517659573,0.0480698374,0.0447173802,0.0416695544,0.0388925299,0.0363568863,0.0340369572,0.0319102825,0.0299571512,0.0281602161,0.0265041701,0.0,,EMD Windpro,2013-11-21 11:51:09
45,VESTAS V 42 600,600.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.207,,0.355,,0.412,,0.433,,0.433,,0.42,,0.39,,0.348,,0.298,,0.25,,0.207,,0.172,,0.144,,0.121,,0.103,,0.088,,0.076,,0.066,,0.058,,0.051,,0.045,0.0,,EMD Windpro,2013-11-21 11:51:09
46,VESTAS V 47 660,660.0,0.0,,0.0,,0.0,,0.0,,0.078,,0.338,,0.416,,0.442,,0.445,,0.431,,0.401,,0.361,,0.314,,0.266,,0.221,,0.182,,0.151,,0.126,,0.106,,0.091,,0.078,,0.067,,0.058,,0.051,,0.045,,0.04,0.0,,EMD Windpro,2013-11-21 11:51:09
47,NORDEX N 117 2400,2400.0,0.0,,0.0,,0.0,,0.141,0.29,0.365,0.407,0.43,0.444,0.452,0.457,0.46,0.458,0.452,0.444,0.424,0.392,0.353,0.313,0.274,0.24,0.211,0.187,0.166,0.148,0.133,0.12,0.108,0.098,0.089,0.081,0.074,0.068,0.062,0.058,0.053,0.049,0.046,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,,EMD Windpro,2013-11-21 11:51:08
48,VESTAS V 66 1650,1650.0,0.0,,0.0,,0.0,,0.0,,0.104,,0.309,,0.373,,0.402,,0.418,,0.422,,0.409,,0.383,,0.349,,0.311,,0.27,,0.229,,0.191,,0.16,,0.135,,0.115,,0.098,,0.085,,0.074,,0.065,,0.057,,0.05,0.0,,EMD Windpro,2013-11-21 11:51:09
49,VESTAS V 66 1750,1750.0,0.0,,0.0,,0.0,,0.0,,0.248,,0.358,,0.393,,0.409,,0.418,,0.418,,0.406,,0.382,,0.354,,0.322,,0.284,,0.242,,0.203,,0.17,,0.143,,0.1215755666,0.0,0.1042358514,0.0,0.0900428476,0.0,0.078313938,0.0,0.0685367643,0.0,0.0603216733,0.0,0.0533687559,0.0,,EMD Windpro,2013-11-21 11:51:10
50,VESTAS V 52 850,850.0,0.0,,0.0,,0.0,,0.0,,0.306,,0.415,,0.445,,0.455,,0.456,,0.448,,0.426,,0.388,,0.338,,0.284,,0.234,,0.193,,0.159,,0.133,,0.112,,0.095,,0.082,,0.071,,0.061,,0.054,,0.047,0.0,0.042,,,EMD Windpro,2013-11-21 11:51:09
51,REPOWER 3.2 M114,3200.0,0.0,,0.0,,0.0,,0.16,,0.377,,0.418,,0.443,,0.456,,0.46,,0.446,,0.415,,0.364,,0.296,,0.233,,0.187,,0.152,,0.125,,0.104,,0.088,,0.075,,0.064,,0.055,,0.048,0.0,0.0,,0.0,,0.0,,,EMD Windpro,2013-11-21 11:51:09
52,ENERCON E 70 2300,2300.0,0.0,,0.0,,0.103,,0.275,,0.361,,0.419,,0.458,,0.481,,0.504,,0.505,,0.504,,0.493,,0.453,,0.39,,0.335,,0.281,,0.233,,0.194,,0.163,,0.139,,0.119,,0.103,,0.089,,0.078,,0.069,,0.061,0.0,,EMD Windpro,2013-11-21 11:51:11
53,AN BONUS 62,1300.0,0.0,,0.0,,0.0,,0.098,,0.254,,0.387,,0.428,,0.46,,0.466,,0.45,,0.418,,0.379,,0.337,,0.292,,0.247,,0.205,,0.171,,0.143,,0.12,,0.102,,0.088,,0.076,,0.066,,0.058,,0.051,,0.045,0.0,,EMD Windpro,2013-11-21 11:51:06
